,chargerId,gpsLat,gpsLong,type,physicalPosition,session.position,carChargeParameter.maxPower,numberStacks,average_current_all_months,polygon,number_charging_station,area_km2,population_density,land_use_summary,amenity_school_count,amenity_university_count,amenity_restaurant_count,amenity_place_of_worship_count,amenity_community_centre_count,amenity_townhall_count,amenity_parking_count,amenity_library_count,leisure_park_count,leisure_cinema_count,building_commercial_count,building_government_count,building_civic_count,building_retail_count,land_use,oneway,lanes,highway,maxspeed,node_count,edge_count
67,10542.0,41.926337,15.131712,CCS2_400,4.0,2,326000.0,4.0,506.5370495495496,"POLYGON ((15.125674998940484 41.92181514133521, 15.125674998940484 41.930858858664784, 15.137749001059516 41.930858858664784, 15.137749001059516 41.92181514133521, 15.125674998940484 41.92181514133521))",1,1,2.485208,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other,,2,primary,,2,2
68,10543.0,41.90990674284409,15.168792010891588,CCS2_400,1.0,1,0.0,4.0,445.325,"POLYGON ((15.162756563922336 41.905384884179306, 15.162756563922336 41.91442860150888, 15.17482745786084 41.91442860150888, 15.17482745786084 41.905384884179306, 15.162756563922336 41.905384884179306))",2,1,37.353244,,0,0,0,0,0,0,11,0,0,0,2,0,0,0,Other,yes,2,service,130.0,4,6
69,10544.0,40.92668,14.78317,CCS2_400,1.0,1,214000.0,4.0,509.55384615384617,"POLYGON ((14.77722523821795 40.92215814133521, 14.77722523821795 40.931201858664785, 14.78911476178205 40.931201858664785, 14.78911476178205 40.92215814133521, 14.77722523821795 40.92215814133521))",2,1,3210.269488,,1,0,3,0,0,0,6,0,0,0,4,0,0,3,Other,yes,2,residential,80.0,86,175
70,10545.0,45.461887776561866,9.2763829988045,CCS2_400,4.0,2,38750.0,4.0,553.1076086956521,"POLYGON ((9.269979147640296 45.45736591789708, 9.269979147640296 45.466409635226654, 9.282786849968705 45.466409635226654, 9.282786849968705 45.45736591789708, 9.269979147640296 45.45736591789708))",1,1,68.828732,,0,0,4,0,0,0,20,0,2,0,1,0,0,0,residential,yes,2,service,46.93877551020408,40,68
71,10546.0,40.92666,14.78311,CCS2_400,1.0,1,0.0,4.0,470.12782738095234,"POLYGON ((14.777165240017162 40.92213814133521, 14.777165240017162 40.931181858664786, 14.78905475998284 40.931181858664786, 14.78905475998284 40.92213814133521, 14.777165240017162 40.92213814133521))",2,1,3210.269488,,1,0,3,0,0,0,6,0,0,0,4,0,0,3,Other,yes,2,residential,80.0,86,175
72,10547.0,42.531719172262456,14.12450694544286,CCS2_400,1.0,1,230000.0,4.0,460.2095238095238,"POLYGON ((14.118411767966226 42.52719731359767, 14.118411767966226 42.53624103092724, 14.130602122919495 42.53624103092724, 14.130602122919495 42.52719731359767, 14.118411767966226 42.52719731359767))",2,1,523.306554,,0,0,2,0,0,0,16,0,0,0,17,0,0,1,residential,yes,2,service,63.4,16,34
73,10548.0,42.53174922101295,14.124406425212973,CCS2_400,1.0,1,100000.0,4.0,426.0002976190476,"POLYGON ((14.118311244803923 42.527227362348164, 14.118311244803923 42.53627107967774, 14.130501605622023 42.53627107967774, 14.130501605622023 42.527227362348164, 14.118311244803923 42.527227362348164))",2,1,545.948165,,0,0,2,0,0,0,15,0,0,0,17,0,0,1,residential,yes,2,service,63.4,16,34
74,10549.0,43.58300139576382,11.522125002221816,CCS2_400,4.0,2,0.0,4.0,461.10543981481476,"POLYGON ((11.515924419613757 43.578479537099035, 11.515924419613757 43.58752325442861, 11.528325584829876 43.58752325442861, 11.528325584829876 43.578479537099035, 11.515924419613757 43.578479537099035))",1,1,18.885931,,0,0,0,0,0,0,7,0,0,0,0,0,0,0,Other,yes,2,service,76.0,0,0
75,10550.0,41.25181,16.22019,CCS2_400,1.0,1,0.0,4.0,438.37874999999997,"POLYGON ((16.214215748210684 41.24728814133521, 16.214215748210684 41.25633185866479, 16.226164251789314 41.25633185866479, 16.226164251789314 41.24728814133521, 16.214215748210684 41.24728814133521))",2,1,4.886698,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Other,yes,2,service,130.0,0,0
76,10551.0,41.25075,16.21894,CCS2_400,1.0,1,326000.0,4.0,487.80809523809523,"POLYGON ((16.212965845143483 41.24622814133521, 16.212965845143483 41.255271858664784, 16.224914154856517 41.255271858664784, 16.224914154856517 41.24622814133521, 16.212965845143483 41.24622814133521))",2,1,4.963284,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Other,yes,2,service,130.0,0,0
77,10582.0,43.58292202603713,11.522620177756425,CCS2_400,1.0,1,214000.0,4.0,441.5525,"POLYGON ((11.5164196033231 43.578400167372344, 11.5164196033231 43.58744388470192, 11.528820752189748 43.58744388470192, 11.528820752189748 43.578400167372344, 11.5164196033231 43.578400167372344))",1,1,18.372031999999997,,0,0,0,0,0,0,7,0,0,0,0,0,0,0,Other,yes,2,service,76.0,0,0
78,10583.0,45.76241,8.81087,CCS2_400,1.0,1,326000.0,4.0,473.2962962962963,"POLYGON ((8.804431742214001 45.757888141335215, 8.804431742214001 45.76693185866479, 8.817308257785998 45.76693185866479, 8.817308257785998 45.757888141335215, 8.804431742214001 45.757888141335215))",2,1,711.03716,,0,0,2,0,0,0,7,0,0,0,5,0,0,2,residential,yes,2,service,46.666666666666664,26,49
79,10584.0,45.76292,8.80962,CCS2_400,1.0,1,0.0,4.0,513.4701357466063,"POLYGON ((8.803181683359316 45.75839814133521, 8.803181683359316 45.76744185866479, 8.816058316640685 45.76744185866479, 8.816058316640685 45.75839814133521, 8.803181683359316 45.75839814133521))",2,1,674.600107,,0,0,1,0,0,0,6,0,0,0,6,0,0,2,residential,yes,2,service,50.0,19,35
80,11427.0,44.39338,9.04665,CCS2_400,4.0,2,129000.0,4.0,457.9143527204502,"POLYGON ((9.040364178457367 44.38885814133521, 9.040364178457367 44.39790185866479, 9.052935821542633 44.39790185866479, 9.052935821542633 44.38885814133521, 9.040364178457367 44.38885814133521))",2,1,41.208769,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,Other,yes,2,path,72.3076923076923,2,2
81,11457.0,45.5322914,10.1514359,CCS2_400,4.0,2,0.0,4.0,410.4929956896552,"POLYGON ((10.145024037196839 45.52776954133521, 10.145024037196839 45.536813258664786, 10.15784776280316 45.536813258664786, 10.15784776280316 45.52776954133521, 10.145024037196839 45.52776954133521))",5,1,2095.796492,,2,0,2,1,2,0,37,0,22,0,1,0,0,2,residential,yes,1,service,123.84615384615384,70,145
82,12613.0,45.53250080821757,10.148404368913836,CCS2_400,1.0,1,0.0,4.0,481.111,"POLYGON ((10.141992482236546 45.52797894955278, 10.141992482236546 45.53702266688236, 10.154816255591125 45.53702266688236, 10.154816255591125 45.52797894955278, 10.141992482236546 45.52797894955278))",5,1,2252.6600350000003,,2,0,3,1,2,0,33,0,20,0,1,0,0,2,residential,yes,1,service,91.36363636363636,92,189
83,12614.0,44.39339,9.0467,CCS2_400,4.0,2,0.0,4.0,385.20086206896553,"POLYGON ((9.040414177383271 44.38886814133521, 9.040414177383271 44.397911858664784, 9.052985822616728 44.397911858664784, 9.052985822616728 44.38886814133521, 9.040414177383271 44.38886814133521))",2,1,41.208769,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,Other,yes,2,path,72.3076923076923,2,2
84,12615.0,45.4616799,9.2765061,CCS2_400,1.0,1,250000.0,4.0,533.3057503506311,"POLYGON ((9.270102272447327 45.45715804133521, 9.270102272447327 45.46620175866479, 9.282909927552675 45.46620175866479, 9.282909927552675 45.45715804133521, 9.270102272447327 45.45715804133521))",1,1,158.303079,,0,0,4,0,0,0,20,0,2,0,1,0,0,0,residential,yes,2,service,46.808510638297875,39,66
85,12615.0,45.4616799,9.2765061,CCS2_400,1.0,1,250000.0,4.0,533.3057503506311,"POLYGON ((9.270102272447327 45.45715804133521, 9.270102272447327 45.46620175866479, 9.282909927552675 45.46620175866479, 9.282909927552675 45.45715804133521, 9.270102272447327 45.45715804133521))",1,1,158.303079,,0,0,4,0,0,0,20,0,2,0,1,0,0,0,residential,yes,2,service,46.808510638297875,39,66
86,12615.0,45.4616799,9.2765061,CCS2_400,1.0,1,250000.0,4.0,533.3057503506311,"POLYGON ((9.270102272447327 45.45715804133521, 9.270102272447327 45.46620175866479, 9.282909927552675 45.46620175866479, 9.282909927552675 45.45715804133521, 9.270102272447327 45.45715804133521))",1,1,158.303079,,0,0,4,0,0,0,20,0,2,0,1,0,0,0,residential,yes,2,service,46.808510638297875,39,66
87,12616.0,45.4616799,9.2765061,CCS2_400,4.0,2,214000.0,4.0,498.6264255319149,"POLYGON ((9.270102272447327 45.45715804133521, 9.270102272447327 45.46620175866479, 9.282909927552675 45.46620175866479, 9.282909927552675 45.45715804133521, 9.270102272447327 45.45715804133521))",1,1,158.303079,,0,0,4,0,0,0,20,0,2,0,1,0,0,0,residential,yes,2,service,46.808510638297875,39,66
88,12616.0,45.4616799,9.2765061,CCS2_400,4.0,2,214000.0,4.0,498.6264255319149,"POLYGON ((9.270102272447327 45.45715804133521, 9.270102272447327 45.46620175866479, 9.282909927552675 45.46620175866479, 9.282909927552675 45.45715804133521, 9.270102272447327 45.45715804133521))",1,1,158.303079,,0,0,4,0,0,0,20,0,2,0,1,0,0,0,residential,yes,2,service,46.808510638297875,39,66
89,12616.0,45.4616799,9.2765061,CCS2_400,4.0,2,214000.0,4.0,498.6264255319149,"POLYGON ((9.270102272447327 45.45715804133521, 9.270102272447327 45.46620175866479, 9.282909927552675 45.46620175866479, 9.282909927552675 45.45715804133521, 9.270102272447327 45.45715804133521))",1,1,158.303079,,0,0,4,0,0,0,20,0,2,0,1,0,0,0,residential,yes,2,service,46.808510638297875,39,66
90,12617.0,45.53245626526257,10.148463121581308,CCS2_400,4.0,2,0.0,4.0,472.18903840762545,"POLYGON ((10.142051239982276 45.52793440659778, 10.142051239982276 45.536978123927355, 10.15487500318034 45.536978123927355, 10.15487500318034 45.52793440659778, 10.142051239982276 45.52793440659778))",5,1,2279.454387,,2,0,3,1,2,0,33,0,20,0,1,0,0,2,residential,yes,1,service,91.36363636363636,97,197
91,12618.0,45.53256573064744,10.151177887472564,CCS2_400,1.0,1,0.0,4.0,433.01540162122325,"POLYGON ((10.144765993393568 45.52804387198265, 10.144765993393568 45.53708758931223, 10.15758978155156 45.53708758931223, 10.15758978155156 45.52804387198265, 10.144765993393568 45.52804387198265))",5,1,1922.8401350000001,,0,0,2,1,2,0,34,0,21,0,1,0,0,2,residential,yes,1,service,123.84615384615384,55,120
92,12619.0,44.4277929435558,11.59927773004565,CCS2_400,4.0,2,0.0,4.0,442.715466709143,"POLYGON ((11.592988208917669 44.42327108489101, 11.592988208917669 44.43231480222059, 11.60556725117363 44.43231480222059, 11.60556725117363 44.42327108489101, 11.592988208917669 44.42327108489101))",2,1,22.74888,,0,0,3,0,0,0,23,0,0,0,2,0,0,0,commercial,yes,1,service,48.03921568627451,18,26
93,13416.0,41.064709,15.314145,CCS2_400,4.0,2,100000.0,4.0,524.4348484848485,"POLYGON ((15.30818777774782 41.06018714133521, 15.30818777774782 41.06923085866479, 15.32010222225218 41.06923085866479, 15.32010222225218 41.06018714133521, 15.30818777774782 41.06018714133521))",1,1,18.2775,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Other,yes,2,service,80.0,0,0
94,13417.0,41.06467591621623,15.314206038647178,CCS2_400,4.0,2,230000.0,4.0,470.0,"POLYGON ((15.308248819392018 41.06015405755144, 15.308248819392018 41.06919777488102, 15.320163257902339 41.06919777488102, 15.320163257902339 41.06015405755144, 15.308248819392018 41.06015405755144))",1,1,18.036192,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Other,yes,2,service,80.0,0,0
95,13418.0,43.07510245885713,13.842822845673412,CCS2_400,4.0,2,0.0,4.0,446.65385714285713,"POLYGON ((13.836673896676125 43.07058060019234, 13.836673896676125 43.07962431752192, 13.8489717946707 43.07962431752192, 13.8489717946707 43.07058060019234, 13.836673896676125 43.07058060019234))",1,1,179.581177,,0,0,5,0,0,0,11,0,0,0,0,0,0,0,Other,yes,1,service,55.88235294117647,11,24
96,13419.0,41.066562,15.3155346,CCS2_400,1.0,1,326000.0,4.0,446.9819444444445,"POLYGON ((15.30957720987886 41.06204014133521, 15.30957720987886 41.071083858664785, 15.321491990121139 41.071083858664785, 15.321491990121139 41.06204014133521, 15.30957720987886 41.06204014133521))",1,1,2.7348239999999997,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Other,yes,2,service,80.0,0,0
97,13420.0,45.676823,12.172375,CCS2_400,4.0,2,0.0,4.0,466.62142857142857,"POLYGON ((12.165946596642994 45.67230114133521, 12.165946596642994 45.68134485866479, 12.178803403357007 45.68134485866479, 12.178803403357007 45.67230114133521, 12.165946596642994 45.67230114133521))",1,1,1892.965992,,1,0,1,0,0,0,2,0,2,0,0,0,0,0,residential,no,2,residential,46.0,32,66
98,13421.0,41.06670928675303,15.315971667173134,CCS2_400,4.0,2,207000.0,4.0,442.89510489510485,"POLYGON ((15.310014263708162 41.062187428088244, 15.310014263708162 41.07123114541782, 15.321929070638106 41.07123114541782, 15.321929070638106 41.062187428088244, 15.310014263708162 41.062187428088244))",1,1,2.7348239999999997,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Other,yes,2,service,80.0,0,0
99,13422.0,43.071302,13.844789,CCS2_400,1.0,1,0.0,4.0,502.22094017094014,"POLYGON ((13.838640432304668 43.066780141335215, 13.838640432304668 43.07582385866479, 13.850937567695333 43.07582385866479, 13.850937567695333 43.066780141335215, 13.838640432304668 43.066780141335215))",1,1,85.79773799999998,,0,0,5,0,0,0,9,0,0,0,0,0,0,0,Other,yes,2,service,58.0,6,12
100,13423.0,44.428383,11.599576,CCS2_400,1.0,1,214000.0,4.0,468.2305039787798,"POLYGON ((11.593286415379863 44.42386114133521, 11.593286415379863 44.432904858664784, 11.605865584620139 44.432904858664784, 11.605865584620139 44.42386114133521, 11.593286415379863 44.42386114133521))",2,1,22.478534999999997,,0,0,3,0,0,0,23,0,0,0,2,0,0,0,commercial,yes,1,service,47.88461538461539,22,32
101,13424.0,44.428896,11.6002905,CCS2_400,1.0,1,326000.0,4.0,453.9669534050179,"POLYGON ((11.594000860177665 44.424374141335214, 11.594000860177665 44.43341785866479, 11.606580139822334 44.43341785866479, 11.606580139822334 44.424374141335214, 11.594000860177665 44.424374141335214))",2,1,18.304591,,0,0,3,0,0,0,24,0,0,0,2,0,0,0,commercial,yes,1,service,48.03921568627451,18,27
102,13426.0,43.084033,13.844127,CCS2_400,1.0,1,214000.0,4.0,474.3883333333333,"POLYGON ((13.837977154704339 43.07951114133521, 13.837977154704339 43.088554858664786, 13.850276845295662 43.088554858664786, 13.850276845295662 43.07951114133521, 13.837977154704339 43.07951114133521))",1,1,63.320944,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Other,yes,2,motorway,120.0,12,22
103,13441.0,44.96296017659537,9.906183880356323,CCS2_400,1.0,1,0.0,4.0,431.4365769835035,"POLYGON ((9.899835963513011 44.95843831793058, 9.899835963513011 44.967482035260154, 9.912531797199636 44.967482035260154, 9.912531797199636 44.95843831793058, 9.899835963513011 44.95843831793058))",2,1,49.29848899999999,,0,0,2,0,0,0,2,0,0,0,0,0,0,1,Other,yes,2,service,66.25,3,2
104,13442.0,41.8914925,12.7594371,CCS2_400,1.0,1,0.0,4.0,428.65497737556564,"POLYGON ((12.753403393240346 41.88697064133521, 12.753403393240346 41.896014358664786, 12.765470806759653 41.896014358664786, 12.765470806759653 41.88697064133521, 12.753403393240346 41.88697064133521))",1,1,51.55054399999999,,0,0,0,0,0,0,42,0,0,0,0,0,0,0,Other,yes,3,service,130.0,0,0
105,13443.0,44.393273,9.046552,CCS2_400,4.0,2,0.0,4.0,461.4533068783069,"POLYGON ((9.040266189950147 44.38875114133521, 9.040266189950147 44.39779485866479, 9.052837810049853 44.39779485866479, 9.052837810049853 44.38875114133521, 9.040266189950147 44.38875114133521))",2,1,41.099379,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,Other,yes,2,path,72.3076923076923,2,2
106,13444.0,44.39232885796939,9.045140638956768,CCS2_400,4.0,2,230000.0,4.0,448.06571920757966,"POLYGON ((9.038854930313645 44.3878069993046, 9.038854930313645 44.39685071663418, 9.051426347599891 44.39685071663418, 9.051426347599891 44.3878069993046, 9.038854930313645 44.3878069993046))",2,1,112.069688,,0,0,0,1,0,0,3,0,0,0,0,0,0,0,Other,yes,2,path,72.5,2,2
107,13445.0,41.88976488263891,12.758369210890834,CCS2_400,1.0,1,150000.0,4.0,440.1159090909091,"POLYGON ((12.752335667313528 41.88524302397412, 12.752335667313528 41.894286741303695, 12.76440275446814 41.894286741303695, 12.76440275446814 41.88524302397412, 12.752335667313528 41.88524302397412))",1,1,46.831127999999985,,0,0,0,0,0,0,42,0,0,0,0,0,0,0,Other,yes,3,service,130.0,0,0
108,13446.0,45.14231059784972,9.632817601064309,CCS2_400,1.0,1,0.0,4.0,393.38619047619045,"POLYGON ((9.626449745798125 45.137788739184934, 9.626449745798125 45.14683245651451, 9.639185456330493 45.14683245651451, 9.639185456330493 45.137788739184934, 9.626449745798125 45.137788739184934))",1,1,702.513778,,0,0,3,1,0,0,25,0,0,0,7,0,0,0,residential,yes,3,service,130.0,27,49
109,13447.0,41.9025,12.752471,CCS2_400,1.0,1,0.0,4.0,469.8625,"POLYGON ((12.74643625318915 41.897978141335216, 12.74643625318915 41.90702185866479, 12.75850574681085 41.90702185866479, 12.75850574681085 41.897978141335216, 12.74643625318915 41.897978141335216))",1,1,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other,yes,3,motorway,130.0,0,0
110,13448.0,41.89188154748638,12.758657253033844,CCS2_400,1.0,1,0.0,4.0,472.2337837837838,"POLYGON ((12.752623509524678 41.88735968882159, 12.752623509524678 41.896403406151165, 12.76469099654301 41.896403406151165, 12.76469099654301 41.88735968882159, 12.752623509524678 41.88735968882159))",1,1,48.64628799999999,,0,0,0,0,0,0,42,0,0,0,0,0,0,0,Other,yes,3,service,130.0,0,0
111,16933.0,44.589635,8.664777,CCS2_400,4.0,2,207000.0,4.0,410.73253532182105,"POLYGON ((8.658469990803221 44.58511314133521, 8.658469990803221 44.59415685866479, 8.67108400919678 44.59415685866479, 8.67108400919678 44.58511314133521, 8.658469990803221 44.58511314133521))",1,1,26.17066399999999,,0,0,2,0,0,0,6,0,0,0,0,0,0,0,other,yes,2,service,58.666666666666664,0,0
112,16934.0,44.116922,12.409015,CCS2_400,1.0,1,0.0,4.0,432.8073591549296,"POLYGON ((12.402758660445262 44.112400141335215, 12.402758660445262 44.12144385866479, 12.415271339554739 44.12144385866479, 12.415271339554739 44.112400141335215, 12.402758660445262 44.112400141335215))",3,1,618.475783,,1,0,1,0,0,0,9,0,1,0,0,0,0,0,residential,yes,2,service,130.0,25,52
113,16935.0,45.0420310709263,11.709231256806136,CCS2_400,1.0,1,0.0,4.0,439.5368055555556,"POLYGON ((11.70287457272167 45.03750921226151, 11.70287457272167 45.04655292959109, 11.715587940890602 45.04655292959109, 11.715587940890602 45.03750921226151, 11.70287457272167 45.03750921226151))",2,1,4.867235999999995,,0,0,0,0,0,0,8,0,0,0,0,0,0,0,Other,yes,1,service,106.66666666666667,4,3
114,16937.0,43.395714,11.760434,CCS2_400,4.0,2,250000.0,4.0,473.0146153846154,"POLYGON ((11.754252614439102 43.39119214133521, 11.754252614439102 43.400235858664786, 11.766615385560899 43.400235858664786, 11.766615385560899 43.39119214133521, 11.754252614439102 43.39119214133521))",1,1,37.756509,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,residential,yes,2,motorway,130.0,0,0
115,16938.0,43.40804784777996,11.763220279967504,CCS2_400,1.0,1,326000.0,4.0,464.2257142857143,"POLYGON ((11.75703763586854 43.403525989115174, 11.75703763586854 43.41256970644475, 11.769402924066467 43.41256970644475, 11.769402924066467 43.403525989115174, 11.75703763586854 43.403525989115174))",1,1,403.639815,,3,0,2,3,0,0,7,1,0,0,1,0,0,1,residential,yes,2,service,66.25,59,138
116,16939.0,44.874039,8.833501,CCS2_400,4.0,2,230000.0,4.0,429.2700466200466,"POLYGON ((8.827162899335018 44.869517141335216, 8.827162899335018 44.87856085866479, 8.839839100664982 44.87856085866479, 8.839839100664982 44.869517141335216, 8.827162899335018 44.869517141335216))",1,1,29.212483,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,residential,yes,2,track,130.0,11,16
117,16940.0,44.62256010204987,11.419845077178076,CCS2_400,1.0,1,326000.0,4.0,507.2671052631579,"POLYGON ((11.413534492130205 44.61803824338508, 11.413534492130205 44.627081960714655, 11.426155662225947 44.627081960714655, 11.426155662225947 44.61803824338508, 11.413534492130205 44.61803824338508))",1,1,34.72636899999994,,0,0,0,0,0,0,30,0,3,0,0,0,0,0,commercial,yes,2,service,112.85714285714286,15,35
118,16941.0,45.14290767128583,9.634451384519403,CCS2_400,1.0,1,0.0,4.0,425.55184989429176,"POLYGON ((9.628083462562946 45.138385812621046, 9.628083462562946 45.14742952995062, 9.64081930647586 45.14742952995062, 9.64081930647586 45.138385812621046, 9.628083462562946 45.138385812621046))",1,1,1741.53648,,1,0,3,1,0,1,32,0,0,0,7,0,0,0,residential,yes,2,service,130.0,37,73
119,16941.0,45.14290767128583,9.634451384519403,CCS2_400,1.0,1,0.0,4.0,425.55184989429176,"POLYGON ((9.628083462562946 45.138385812621046, 9.628083462562946 45.14742952995062, 9.64081930647586 45.14742952995062, 9.64081930647586 45.138385812621046, 9.628083462562946 45.138385812621046))",1,1,1741.53648,,1,0,3,1,0,1,32,0,0,0,7,0,0,0,residential,yes,2,service,130.0,37,73
120,16942.0,44.1169093728499,12.408989135006673,CCS2_400,4.0,2,130000.0,4.0,458.4913020833333,"POLYGON ((12.402732796788879 44.112387514185116, 12.402732796788879 44.12143123151469, 12.415245473224466 44.12143123151469, 12.415245473224466 44.112387514185116, 12.402732796788879 44.112387514185116))",3,1,618.475783,,1,0,1,0,0,0,10,0,1,0,0,0,0,0,residential,yes,2,service,130.0,25,52
121,16943.0,44.6216434,11.4203974,CCS2_400,1.0,1,214000.0,4.0,460.3833333333333,"POLYGON ((11.414086914594204 44.617121541335216, 11.414086914594204 44.62616525866479, 11.426707885405797 44.62616525866479, 11.426707885405797 44.617121541335216, 11.414086914594204 44.617121541335216))",1,1,34.21012199999995,,0,0,0,0,0,0,30,0,3,0,0,0,0,0,commercial,yes,2,service,121.42857142857143,17,41
122,16944.0,44.6763717,8.6581214,CCS2_400,1.0,1,0.0,4.0,413.9976960784314,"POLYGON ((8.651804957479287 44.67184984133521, 8.651804957479287 44.680893558664785, 8.664437842520714 44.680893558664785, 8.664437842520714 44.67184984133521, 8.651804957479287 44.67184984133521))",1,1,206.09427599999998,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,residential,yes,3,service,112.0,16,30
123,16945.0,41.105972,16.692888,CCS2_400,1.0,1,326000.0,4.0,547.3809523809523,"POLYGON ((16.686927035887265 41.101450141335214, 16.686927035887265 41.11049385866479, 16.698848964112734 41.11049385866479, 16.698848964112734 41.101450141335214, 16.686927035887265 41.101450141335214))",1,1,13614.304154,,2,0,14,24,1,1,5,1,1,0,0,0,1,0,residential,yes,1,residential,50.0,221,412
124,16946.0,44.59141,8.665706,CCS2_400,4.0,2,0.0,4.0,466.01052631578943,"POLYGON ((8.659398798184702 44.586888141335216, 8.659398798184702 44.59593185866479, 8.672013201815298 44.59593185866479, 8.672013201815298 44.586888141335216, 8.659398798184702 44.586888141335216))",1,1,6.337851999999994,,0,0,2,0,0,0,6,0,0,0,0,0,0,0,other,yes,3,service,62.10526315789474,2,2
125,16948.0,45.613064,8.720427,CCS2_400,4.0,2,150000.0,4.0,506.81666666666666,"POLYGON ((8.714005908925373 45.608542141335214, 8.714005908925373 45.61758585866479, 8.726848091074629 45.61758585866479, 8.726848091074629 45.608542141335214, 8.714005908925373 45.608542141335214))",1,1,2.072148,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,commercial,yes,2,service,,14,21
126,16949.0,45.14232079789667,9.632879063429876,CCS2_400,4.0,2,129000.0,4.0,456.6641071428571,"POLYGON ((9.626511207024413 45.137798939231885, 9.626511207024413 45.14684265656146, 9.639246919835339 45.14684265656146, 9.639246919835339 45.137798939231885, 9.626511207024413 45.137798939231885))",1,1,702.513778,,0,0,3,1,0,0,25,0,0,0,7,0,0,0,residential,yes,3,service,130.0,27,49
127,16950.0,44.609688,8.661311,CCS2_400,4.0,2,250000.0,4.0,444.4756237006237,"POLYGON ((8.655001813665423 44.60516614133521, 8.655001813665423 44.614209858664786, 8.667620186334576 44.614209858664786, 8.667620186334576 44.60516614133521, 8.655001813665423 44.60516614133521))",1,1,22.837802999999997,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other,yes,3,motorway,96.0,0,0
128,16951.0,44.453754,11.280675,CCS2_400,4.0,2,326000.0,4.0,425.4013171225937,"POLYGON ((11.274382683526154 44.449232141335216, 11.274382683526154 44.45827585866479, 11.286967316473847 44.45827585866479, 11.286967316473847 44.449232141335216, 11.274382683526154 44.449232141335216))",1,1,1042.7524130000002,,0,0,2,1,0,0,25,0,3,0,0,0,0,0,residential,yes,3,service,88.26086956521739,6,10
129,16952.0,44.366226196289,9.1481781005859,CCS2_400,1.0,1,326000.0,4.0,468.17261904761904,"POLYGON ((9.141895193560616 44.36170433762421, 9.141895193560616 44.370748054953786, 9.154461007611184 44.370748054953786, 9.154461007611184 44.36170433762421, 9.141895193560616 44.36170433762421))",1,1,4613.476955,,5,0,12,3,2,1,8,1,1,0,0,0,0,1,residential,yes,2,crossing,44.827586206896555,120,243
130,17422.0,41.8498347,12.7328198,CCS2_400,4.0,2,0.0,4.0,480.36157635467976,"POLYGON ((12.726790024048825 41.845312841335215, 12.726790024048825 41.85435655866479, 12.738849575951175 41.85435655866479, 12.738849575951175 41.845312841335215, 12.726790024048825 41.845312841335215))",1,1,3369.048386,,0,0,2,1,0,0,8,0,1,0,18,0,0,0,residential,yes,1,service,32.5,34,68
131,17422.0,41.8498347,12.7328198,CCS2_400,4.0,2,0.0,4.0,480.36157635467976,"POLYGON ((12.726790024048825 41.845312841335215, 12.726790024048825 41.85435655866479, 12.738849575951175 41.85435655866479, 12.738849575951175 41.845312841335215, 12.726790024048825 41.845312841335215))",1,1,3369.048386,,0,0,2,1,0,0,8,0,1,0,18,0,0,0,residential,yes,1,service,32.5,34,68
132,17423.0,41.497747210987065,13.684203241919125,CCS2_400,4.0,2,326000.0,4.0,442.87734375,"POLYGON ((13.678206359172558 41.49322535232228, 13.678206359172558 41.50226906965185, 13.690200124665692 41.50226906965185, 13.690200124665692 41.49322535232228, 13.678206359172558 41.49322535232228))",2,1,143.18829499999998,,0,0,3,0,0,0,8,0,1,0,0,0,0,0,Other,yes,3,service,57.64705882352941,18,36
133,17424.0,41.8498347,12.7328198,CCS2_400,1.0,1,0.0,4.0,443.57831765935214,"POLYGON ((12.726790024048825 41.845312841335215, 12.726790024048825 41.85435655866479, 12.738849575951175 41.85435655866479, 12.738849575951175 41.845312841335215, 12.726790024048825 41.845312841335215))",1,1,3369.048386,,0,0,2,1,0,0,8,0,1,0,18,0,0,0,residential,yes,1,service,32.5,34,68
134,17424.0,41.8498347,12.7328198,CCS2_400,1.0,1,0.0,4.0,443.57831765935214,"POLYGON ((12.726790024048825 41.845312841335215, 12.726790024048825 41.85435655866479, 12.738849575951175 41.85435655866479, 12.738849575951175 41.845312841335215, 12.726790024048825 41.845312841335215))",1,1,3369.048386,,0,0,2,1,0,0,8,0,1,0,18,0,0,0,residential,yes,1,service,32.5,34,68
